id,modo,categoria,nivel,tipo,quem,conteudo
TO-2-015,Grupo,Toque,2,Desafio,Dupla,Coloque as mãos nas coxas de [JOGADOR] e faça uma pressão leve por 20 segundos sem mover.
TO-2-016,Grupo,Toque,2,Desafio,Dupla,Fique de pé atrás de [JOGADOR] e passe os dedos pelos ombros e parte superior das costas por 30 segundos.
TO-2-017,Grupo,Toque,2,Desafio,Dupla,Segure o rosto de [JOGADOR] com as duas mãos e massageie a mandíbula devagar por 20 segundos.
TO-2-018,Grupo,Toque,2,Desafio,Dupla,"Trace com o dedo o contorno do ombro de [JOGADOR] e deça pelo braço até o pulso, bem devagar."
TO-2-019,Grupo,Toque,2,Desafio,Dupla,"Faça uma massagem nos pés de [JOGADOR] por 1 minuto — planta, dedos, calcanhar."
TO-2-020,Grupo,Toque,2,Desafio,Dupla,Coloque as duas mãos no pescoço de [JOGADOR] levemente e sinta o pulso dela/dele por 20 segundos.
TO-2-021,Grupo,Toque,2,Desafio,Dupla,Passe os dedos pelas costas de [JOGADOR] desenhando formas aleatórias por 30 segundos.
TO-2-022,Grupo,Toque,2,Desafio,Dupla,Coloque a cabeça no colo de [JOGADOR] e peça que ela/ele passe a mão pelo seu cabelo por 1 minuto.
TO-2-023,Grupo,Toque,2,Desafio,Dupla,"Trace o contorno do nariz de [JOGADOR] com o dedo indicador, do topo até a ponta."
TO-2-024,Grupo,Toque,2,Desafio,Dupla,"Fique bem próximo/a de [JOGADOR] de frente, toque o queixo dela/dele e levante levemente o rosto. Fique assim por 10 segundos."
TO-2-025,Grupo,Toque,2,Desafio,Dupla,Passe a palma da mão pelo pescoço e clavícula de [JOGADOR] por 20 segundos sem parar.
TO-2-026,Grupo,Toque,2,Desafio,Dupla,Faça [JOGADOR] fechar os olhos e passe os dedos pelo rosto dela/dele descrevendo o que está tocando.
TO-2-027,Grupo,Toque,2,Desafio,Dupla,Coloque as mãos na cintura de [JOGADOR] e puxe levemente em direção a você por 10 segundos.
TO-2-028,Grupo,Toque,2,Desafio,Dupla,"Passe o polegar pelo lábio inferior de [JOGADOR] uma vez, devagar."
TO-2-029,Grupo,Toque,2,Desafio,Dupla,Sente no colo de [JOGADOR] de frente e fique assim por 30 segundos sem falar nada.
TO-2-030,Grupo,Toque,2,Desafio,Dupla,Faça uma massagem nas costas de [JOGADOR] apenas com as pontas dos dedos por 1 minuto.
TO-2-031,Grupo,Toque,2,Desafio,Grupo,Cada pessoa faz uma massagem rápida de 30 segundos nos ombros da pessoa à esquerda ao mesmo tempo.
TO-2-032,Grupo,Toque,2,Desafio,Grupo,"O grupo forma um círculo, todos passam a mão pelo cabelo da pessoa à direita por 20 segundos."
TO-2-033,Grupo,Toque,2,Desafio,Grupo,Cada pessoa toca o rosto da pessoa à direita com uma mão por 10 segundos ao mesmo tempo.
TO-2-034,Grupo,Toque,2,Desafio,Grupo,Todos do grupo fazemuma massagem simultânea nas mãos da pessoa à esquerda por 30 segundos.
TO-2-035,Grupo,Toque,2,Desafio,Grupo,"O grupo forma fila encostado, cada um passa os dedos pelas costas de quem está na frente por 20 segundos."
TO-2-036,Grupo,Toque,2,Desafio,Grupo,Cada pessoa do grupo toca levemente o pescoço da pessoa à direita por 15 segundos ao mesmo tempo.
TO-2-037,Grupo,Toque,2,Desafio,Grupo,Todos pousam uma mão na coxa da pessoa ao lado e ficam assim por uma rodada inteira.
TO-2-038,Grupo,Toque,2,Desafio,Grupo,O grupo inteiro faz cafuné ao mesmo tempo em quem está à esquerda por 30 segundos.
TO-2-039,Grupo,Toque,2,Desafio,Grupo,"Cada pessoa passa a palma da mão pelas costas da pessoa à direita de cima a baixo, três vezes."
TO-2-040,Grupo,Toque,2,Desafio,Grupo,Todos do grupo colocam as mãos no rosto da pessoa à esquerda simultaneamente por 10 segundos.
TO-3-001,Grupo,Toque,3,Desafio,Dupla,"Passe os dedos pela parte interna do braço de [JOGADOR] do pulso até a axila, bem devagar."
TO-3-002,Grupo,Toque,3,Desafio,Dupla,"Sente no colo de [JOGADOR] de frente, coloque as mãos no pescoço dela/dele e fique assim por 30 segundos."
TO-3-003,Grupo,Toque,3,Desafio,Dupla,Toque a parte interna da coxa de [JOGADOR] com a palma da mão por 20 segundos.
TO-3-004,Grupo,Toque,3,Desafio,Dupla,Passe os lábios levemente pelo pescoço de [JOGADOR] sem beijar — só o toque — por 10 segundos.
TO-3-005,Grupo,Toque,3,Desafio,Dupla,Coloque a mão na barriga de [JOGADOR] e deslize devagar até a linha da calça. Pare aí.
TO-3-006,Grupo,Toque,3,Desafio,Dupla,"Trace com o dedo o contorno da orelha de [JOGADOR], desça pelo pescoço e pare na clavícula."
TO-3-007,Grupo,Toque,3,Desafio,Dupla,Coloque as mãos nos quadris de [JOGADOR] e puxe devagar em direção a você por 15 segundos.
TO-3-008,Grupo,Toque,3,Desafio,Dupla,Passe os dedos pela parte de trás do joelho de [JOGADOR] por 20 segundos.
TO-3-009,Grupo,Toque,3,Desafio,Dupla,"Fique de pé atrás de [JOGADOR], passe as mãos pelos ombros e desça devagar até a cintura."
TO-3-010,Grupo,Toque,3,Desafio,Dupla,Toque os lábios de [JOGADOR] com o dedo indicador por 10 segundos olhando nos olhos dela/dele.
TO-3-011,Grupo,Toque,3,Desafio,Dupla,"Passe a mão pela barriga de [JOGADOR] devagar, de lado a lado, por 20 segundos."
TO-3-012,Grupo,Toque,3,Desafio,Dupla,"Sente atrás de [JOGADOR] bem encostado/a, coloque as mãos na cintura dela/dele e fique assim por 1 minuto."
TO-3-013,Grupo,Toque,3,Desafio,Dupla,Trace com os lábios — sem beijar — o contorno da mandíbula de [JOGADOR] de um lado ao outro.
TO-3-014,Grupo,Toque,3,Desafio,Dupla,"Passe os dedos pela parte interna da coxa de [JOGADOR] de cima a baixo, uma vez, devagar."
TO-3-015,Grupo,Toque,3,Desafio,Dupla,Coloque a mão espalmada nas costas de [JOGADOR] e deslize devagar até os lombos.
TO-3-016,Grupo,Toque,3,Desafio,Dupla,"Fique de frente pra [JOGADOR], segure o queixo, levante o rosto e fique olhando nos olhos por 20 segundos sem fazer nada."
TO-3-017,Grupo,Toque,3,Desafio,Dupla,Passe a ponta dos dedos pela barriga exposta de [JOGADOR] por 30 segundos.
TO-3-018,Grupo,Toque,3,Desafio,Dupla,"Coloque a mão no peito de [JOGADOR] — não precisa ser íntimo, só o calor — e olhe nos olhos por 20 segundos."
TO-3-019,Grupo,Toque,3,Desafio,Dupla,"Trace com o dedo o contorno do corpo de [JOGADOR] sem tocar, apenas roçando levemente a roupa, de cima a baixo."
TO-3-020,Grupo,Toque,3,Desafio,Dupla,"Passe os lábios pela nuca de [JOGADOR] sem beijar, apenas sentindo o calor por 10 segundos."
TO-3-021,Grupo,Toque,3,Desafio,Dupla,Coloque a mão na parte interna do braço de [JOGADOR] e massageie devagar do pulso ao ombro por 30 segundos.
TO-3-022,Grupo,Toque,3,Desafio,Dupla,"Sente no colo de [JOGADOR] de costas, pegue as mãos dela/dele e coloque na sua cintura. Fique assim por 30 segundos."
TO-3-023,Grupo,Toque,3,Desafio,Dupla,Passe os dedos pela linha do cós da calça de [JOGADOR] de um lado ao outro sem passar pra dentro.
TO-3-024,Grupo,Toque,3,Desafio,Dupla,Toque a parte de trás do pescoço de [JOGADOR] com a palma da mão e massageie devagar por 30 segundos.
TO-3-025,Grupo,Toque,3,Desafio,Dupla,"Fique atrás de [JOGADOR], passe os braços em volta da cintura dela/dele e fique assim em silêncio por 30 segundos."
TO-3-026,Grupo,Toque,3,Desafio,Dupla,Trace com a ponta da língua — sem lamber — o contorno da orelha de [JOGADOR] por 5 segundos.
TO-3-027,Grupo,Toque,3,Desafio,Dupla,"Passe os dedos pelos quadris de [JOGADOR] de trás pra frente devagar, por 20 segundos."
TO-3-028,Grupo,Toque,3,Desafio,Dupla,Coloque a cabeça no colo de [JOGADOR] de frente pra cima e peça que ela/ele trace o seu rosto com os dedos por 1 minuto.
TO-3-029,Grupo,Toque,3,Desafio,Dupla,"Passe a palma da mão pelo colo de [JOGADOR] devagar, de uma clavícula à outra, por 15 segundos."
TO-3-030,Grupo,Toque,3,Desafio,Dupla,"Fique de frente pra [JOGADOR] a menos de 10 cm, coloque as mãos nos quadris dela/dele e fique assim por 20 segundos sem mover."
TO-3-031,Grupo,Toque,3,Desafio,Grupo,"Cada pessoa passa levemente as mãos pelas costas da pessoa à esquerda, chegando até a cintura, por 20 segundos."
TO-3-032,Grupo,Toque,3,Desafio,Grupo,O grupo todo toca a parte interna do braço da pessoa à direita simultaneamente por 15 segundos.
TO-3-033,Grupo,Toque,3,Desafio,Grupo,Cada pessoa coloca uma mão na nuca da pessoa à direita e faz uma pressão leve por 20 segundos.
TO-3-034,Grupo,Toque,3,Desafio,Grupo,Todos do grupo passam o polegar pelo lábio inferior da pessoa à esquerda ao mesmo tempo.
TO-3-035,Grupo,Toque,3,Desafio,Grupo,"O grupo forma círculo, cada um coloca as mãos na cintura de quem está na frente e ficam assim por 30 segundos."
TO-3-036,Grupo,Toque,3,Desafio,Grupo,Cada pessoa trace com o dedo o contorno do pescoço da pessoa à direita por 15 segundos simultaneamente.
TO-3-037,Grupo,Toque,3,Desafio,Grupo,Todos do grupo colocam a palma da mão na barriga da pessoa ao lado ao mesmo tempo por 15 segundos.
TO-3-038,Grupo,Toque,3,Desafio,Grupo,O grupo inteiro passa os dedos pela parte interna do braço de quem está do lado por 20 segundos.
TO-3-039,Grupo,Toque,3,Desafio,Grupo,Cada pessoa toca levemente a coxa da pessoa à esquerda com a palma da mão por 15 segundos.
TO-3-040,Grupo,Toque,3,Desafio,Grupo,Todos do grupo passam a mão pelos cabelos da pessoa à direita ao mesmo tempo por 30 segundos.
VC-1-001,Grupo,Verbal / Confissão,1,Verdade,Solo,Você prefere ser quem toma a iniciativa ou quem é conquistado?
VC-1-002,Grupo,Verbal / Confissão,1,Verdade,Solo,Qual parte do corpo de outra pessoa chama sua atenção primeiro?
VC-1-003,Grupo,Verbal / Confissão,1,Verdade,Solo,Beijo longo ou beijo rápido e com vontade — qual te diz mais?
VC-1-004,Grupo,Verbal / Confissão,1,Verdade,Solo,Você se considera mais inibido ou desinibido quando o assunto é sexo?
VC-1-005,Grupo,Verbal / Confissão,1,Verdade,Solo,Luz acesa ou apagada — o que você prefere e por quê?
VC-1-006,Grupo,Verbal / Confissão,1,Verdade,Solo,Qual é o tipo físico que te atrai mas que você raramente admite?
VC-1-007,Grupo,Verbal / Confissão,1,Verdade,Solo,"Você já ficou com alguém só pela atração física, sem querer nada além disso?"
VC-1-008,Grupo,Verbal / Confissão,1,Verdade,Solo,O que te deixa mais nervoso numa situação de primeira vez com alguém?
VC-1-009,Grupo,Verbal / Confissão,1,Verdade,Solo,Você prefere sexo espontâneo ou com clima construído aos poucos?
VC-1-010,Grupo,Verbal / Confissão,1,Verdade,Solo,Qual é a parte do seu corpo que você mais gosta quando alguém elogia?
VC-1-011,Grupo,Verbal / Confissão,1,Verdade,Solo,Você já se sentiu atraído por alguém só pela voz ou pelo jeito de falar?
VC-1-012,Grupo,Verbal / Confissão,1,Verdade,Solo,O que uma pessoa pode fazer logo de cara que já te dá vontade?
VC-1-013,Grupo,Verbal / Confissão,1,Verdade,Solo,Você prefere dar ou receber mais atenção na intimidade?
VC-1-014,Grupo,Verbal / Confissão,1,Verdade,Solo,Qual é a sua maior insegurança na hora de se aproximar de alguém que te atrai?
VC-1-015,Grupo,Verbal / Confissão,1,Verdade,Solo,Você já ficou com mais de uma pessoa no mesmo dia? Como foi?
VC-1-016,Grupo,Verbal / Confissão,1,Verdade,Solo,Qual é o seu limite de velocidade — quanto tempo você precisa conhecer alguém antes de rolar algo?
VC-1-017,Grupo,Verbal / Confissão,1,Verdade,Solo,O que você nota numa pessoa que te diz que ela é boa de cama?
VC-1-018,Grupo,Verbal / Confissão,1,Verdade,Solo,Você já ficou com alguém do grupo de amigos? Valeu a pena?
VC-1-019,Grupo,Verbal / Confissão,1,Verdade,Solo,Sexo com sentimento ou sem — qual você prefere de verdade?
VC-1-020,Grupo,Verbal / Confissão,1,Verdade,Solo,Qual foi a situação mais inesperada em que você sentiu atração por alguém?
VC-1-021,Grupo,Verbal / Confissão,1,Verdade,Dupla,O que você acha que [JOGADOR] faz de mais atraente sem perceber?
VC-1-022,Grupo,Verbal / Confissão,1,Verdade,Dupla,"Se [JOGADOR] te convidasse pra sair hoje à noite, você toparia? Por quê?"
VC-1-023,Grupo,Verbal / Confissão,1,Verdade,Dupla,Tem algo no jeito de ser de [JOGADOR] que te deixa curioso/a?
VC-1-024,Grupo,Verbal / Confissão,1,Verdade,Solo,Você já se arrependeu de não ter chegado em alguém que te atraía? O que te travou?
VC-1-025,Grupo,Verbal / Confissão,1,Verdade,Solo,Qual é a coisa que mais te atrai em alguém antes mesmo de trocar uma palavra?
VC-1-026,Grupo,Verbal / Confissão,1,Verdade,Solo,Você consegue separar sexo de sentimento com facilidade ou isso te complica?
VC-1-027,Grupo,Verbal / Confissão,1,Verdade,Solo,Qual foi a primeira vez que você percebeu que era atraente para alguém? Como se sentiu?
VC-1-028,Grupo,Verbal / Confissão,1,Verdade,Solo,Você prefere ser elogiado pela aparência ou pelo jeito de ser na hora de seduzir?
VC-1-029,Grupo,Verbal / Confissão,1,Verdade,Solo,Já teve vontade de ficar com alguém do mesmo grupo de amigos mas se conteve? Por quê?
VC-1-030,Grupo,Verbal / Confissão,1,Verdade,Solo,O que você acha mais difícil — dar ou receber um elogio sobre seu corpo?
VC-1-031,Grupo,Verbal / Confissão,1,Verdade,Solo,Você já usou álcool como desculpa pra fazer algo que queria de qualquer jeito?
VC-1-032,Grupo,Verbal / Confissão,1,Verdade,Solo,Qual é o tipo de toque que te deixa arrepiado antes mesmo de qualquer coisa começar?
VC-1-033,Grupo,Verbal / Confissão,1,Verdade,Solo,Você se sente mais confiante de dia ou à noite quando o assunto é sedução?
VC-1-034,Grupo,Verbal / Confissão,1,Verdade,Solo,"Qual é o sinal que você manda quando está interessado em alguém, sem perceber?"
VC-1-035,Grupo,Verbal / Confissão,1,Verdade,Solo,Você já ficou excitado numa situação onde claramente não devia? O que rolou?
VC-1-036,Grupo,Verbal / Confissão,1,Verdade,Solo,O que te faz querer uma segunda vez com alguém depois de uma primeira?
VC-1-037,Grupo,Verbal / Confissão,1,Verdade,Solo,"Qual é a parte do ritual de sedução que você mais curte — o começo, o meio ou o fim?"
VC-1-038,Grupo,Verbal / Confissão,1,Verdade,Solo,Você já mandou uma mensagem pra alguém às 2 da manhã que deixou claro o que queria?
VC-1-039,Grupo,Verbal / Confissão,1,Verdade,Solo,O que te dá mais prazer — conquistar alguém difícil ou ser conquistado com esforço?
VC-1-040,Grupo,Verbal / Confissão,1,Verdade,Solo,Você já sentiu tensão sexual com alguém mas nunca falou nada? O que impediu?
VC-1-041,Grupo,Verbal / Confissão,1,Verdade,Solo,Qual é a sua parte favorita do corpo de outra pessoa que não é a mais óbvia?
VC-1-042,Grupo,Verbal / Confissão,1,Verdade,Solo,Você prefere que o outro tome a iniciativa ou gosta de conduzir?
VC-1-043,Grupo,Verbal / Confissão,1,Verdade,Solo,Já se sentiu nu emocionalmente com alguém antes de qualquer coisa física acontecer?
VC-1-044,Grupo,Verbal / Confissão,1,Verdade,Solo,O que você considera uma red flag imediata na hora de se aproximar de alguém?
VC-1-045,Grupo,Verbal / Confissão,1,Verdade,Solo,"Qual é o ambiente que te deixa mais no clima — festa, jantar, ou algo mais íntimo?"
VC-1-046,Grupo,Verbal / Confissão,1,Verdade,Solo,Você já ficou com alguém que claramente estava acima das suas expectativas? Como reagiu?
VC-1-047,Grupo,Verbal / Confissão,1,Verdade,Solo,Qual é a coisa que você faz inconscientemente quando está atraído por alguém?
VC-1-048,Grupo,Verbal / Confissão,1,Verdade,Solo,Você prefere alguém que fala muito ou que faz tudo sem precisar de palavras?
VC-1-049,Grupo,Verbal / Confissão,1,Verdade,Solo,Qual foi a última vez que você se sentiu genuinamente desejado? O que aconteceu?
VC-1-050,Grupo,Verbal / Confissão,1,Verdade,Solo,Você já recusou alguém que te atraía por medo do que poderia acontecer depois?
VC-1-051,Grupo,Verbal / Confissão,1,Verdade,Solo,Qual é o maior equívoco que alguém já teve sobre o que você curte na intimidade?
VC-1-052,Grupo,Verbal / Confissão,1,Verdade,Solo,Você consegue manter contato visual durante um beijo ou fecha os olhos na hora?
VC-1-053,Grupo,Verbal / Confissão,1,Verdade,Solo,O que você sente quando alguém cruza o seu espaço pessoal de propósito?
VC-1-054,Grupo,Verbal / Confissão,1,Verdade,Solo,Já teve alguém que te deu atenção na hora errada e ficou na sua cabeça por tempo demais?
VC-1-055,Grupo,Verbal / Confissão,1,Verdade,Solo,Você já fez algo só pra deixar alguém com ciúmes? Funcionou?
VC-1-056,Grupo,Verbal / Confissão,1,Verdade,Solo,Qual é a diferença que você sente entre atração física e atração de verdade?
VC-1-057,Grupo,Verbal / Confissão,1,Verdade,Solo,"O que você nunca faria pra conquistar alguém, mesmo que funcionasse?"
VC-1-058,Grupo,Verbal / Confissão,1,Verdade,Solo,Você já percebeu que alguém estava te seduzindo sem ter notado antes? O que entregou?
VC-1-059,Grupo,Verbal / Confissão,1,Verdade,Solo,Qual é o perfume ou cheiro que já te deixou atraído por alguém de forma irracional?
VC-1-060,Grupo,Verbal / Confissão,1,Verdade,Solo,Você já teve atração por alguém muito mais velho ou mais novo? Como foi lidar com isso?
VC-1-061,Grupo,Verbal / Confissão,1,Verdade,Solo,O que te faz perceber que uma situação vai rolar de verdade — qual é o sinal?
VC-1-062,Grupo,Verbal / Confissão,1,Verdade,Solo,Você prefere ser surpreendido ou prefere saber que algo vai acontecer com antecedência?
VC-1-063,Grupo,Verbal / Confissão,1,Verdade,Solo,Qual é a coisa que você acha sensual em alguém mas que seria difícil de explicar?
VC-1-064,Grupo,Verbal / Confissão,1,Verdade,Dupla,Você acha que [JOGADOR] percebe quando alguém está interessado nela/nele?
VC-1-065,Grupo,Verbal / Confissão,1,Verdade,Dupla,"Se você pudesse mudar uma coisa no jeito que [JOGADOR] te trata, o que seria?"
VC-1-066,Grupo,Verbal / Confissão,1,Verdade,Dupla,Qual é a primeira coisa que você notou em [JOGADOR] quando se viram pela primeira vez?
VC-1-067,Grupo,Verbal / Confissão,1,Verdade,Dupla,Você já se perguntou como seria se tivesse acontecido algo entre você e [JOGADOR]?
VC-1-068,Grupo,Verbal / Confissão,1,Verdade,Dupla,O que [JOGADOR] tem que faz você se sentir à vontade perto dela/dele?
VC-1-069,Grupo,Verbal / Confissão,1,Verdade,Dupla,Você acha que [JOGADOR] é o tipo de pessoa que toma iniciativa ou espera?
VC-1-070,Grupo,Verbal / Confissão,1,Verdade,Dupla,"Se [JOGADOR] te mandasse uma mensagem às 23h sem contexto, o que você assumiria?"
VC-1-071,Grupo,Verbal / Confissão,1,Verdade,Dupla,"Tem algo que [JOGADOR] faz que te deixa sem jeito, mesmo que você não queira admitir?"
VC-1-072,Grupo,Verbal / Confissão,1,Verdade,Dupla,Você toparia passar um final de semana sozinho com [JOGADOR] sem planos definidos?
VC-1-073,Grupo,Verbal / Confissão,1,Verdade,Dupla,O que você acha que [JOGADOR] pensa de você no fundo?
VC-1-074,Grupo,Verbal / Confissão,1,Verdade,Dupla,"Se [JOGADOR] te olhasse nos olhos agora e não dissesse nada, o que você leria nesse olhar?"
VC-1-075,Grupo,Verbal / Confissão,1,Verdade,Dupla,Você já sentiu algo por [JOGADOR] que preferiu ignorar?
VC-1-076,Grupo,Verbal / Confissão,1,Verdade,Dupla,O que [JOGADOR] teria que fazer pra te surpreender de verdade?
VC-1-077,Grupo,Verbal / Confissão,1,Verdade,Dupla,Você se sentiria confortável com [JOGADOR] te vendo em um momento de vulnerabilidade?
VC-1-078,Grupo,Verbal / Confissão,1,Verdade,Dupla,"Se tivesse que definir o clima entre você e [JOGADOR] em uma palavra, qual seria?"
VC-1-079,Grupo,Verbal / Confissão,1,Verdade,Dupla,Você acha que existe alguma tensão não resolvida entre você e [JOGADOR]?
VC-1-080,Grupo,Verbal / Confissão,1,Verdade,Dupla,O que você acha que [JOGADOR] nunca te contaria por achar que você julgaria?
VC-2-001,Grupo,Verbal / Confissão,2,Verdade,Solo,Qual é a fantasia que você tem mas nunca contou pra ninguém?
VC-2-002,Grupo,Verbal / Confissão,2,Verdade,Solo,O que te excita que você considera fora do comum?
VC-2-003,Grupo,Verbal / Confissão,2,Verdade,Solo,"Qual foi a situação mais excitante em que você já esteve, mesmo sem querer?"
VC-2-004,Grupo,Verbal / Confissão,2,Verdade,Solo,"Você já se sentiu atraído por alguém que claramente não deveria? Quem era, sem citar nome?"
VC-2-005,Grupo,Verbal / Confissão,2,Verdade,Solo,O que você faz na intimidade que nunca contaria pra sua família?
VC-2-006,Grupo,Verbal / Confissão,2,Verdade,Solo,Qual é o seu maior kink que você ainda não explorou na prática?
VC-2-007,Grupo,Verbal / Confissão,2,Verdade,Solo,"Como você prefere que comecem a te seduzir — com palavras, toque ou olhar?"
VC-2-008,Grupo,Verbal / Confissão,2,Verdade,Solo,O que é um deal-breaker absoluto pra você na cama?
VC-2-009,Grupo,Verbal / Confissão,2,Verdade,Solo,Você prefere sexo intenso e rápido ou lento e prolongado? Por quê?
VC-2-010,Grupo,Verbal / Confissão,2,Verdade,Solo,Qual foi a experiência sexual que mais te surpreendeu positivamente?
VC-2-011,Grupo,Verbal / Confissão,2,Verdade,Solo,Qual parte do seu corpo você mais gosta que toquem? E qual você prefere que ignorem?
VC-2-012,Grupo,Verbal / Confissão,2,Verdade,Solo,Você já teve um sonho erótico envolvendo alguém inesperado? Como foi?
VC-2-013,Grupo,Verbal / Confissão,2,Verdade,Solo,Qual é o lugar mais inusitado onde você já fez ou quis fazer algo?
VC-2-014,Grupo,Verbal / Confissão,2,Verdade,Solo,O que você nunca pediu na cama mas morria de vontade de experimentar?
VC-2-015,Grupo,Verbal / Confissão,2,Verdade,Solo,Você já fingiu mais do que sentia numa situação íntima? O que rolou?
VC-2-016,Grupo,Verbal / Confissão,2,Verdade,Solo,O que te deixa mais excitado — ser observado ou observar?
VC-2-017,Grupo,Verbal / Confissão,2,Verdade,Solo,Qual é a coisa mais impulsiva que você já fez movido por desejo?
VC-2-018,Grupo,Verbal / Confissão,2,Verdade,Solo,Você tem algum ritual ou coisa específica que precisa acontecer pra você se soltar de verdade?
VC-2-019,Grupo,Verbal / Confissão,2,Verdade,Solo,O que uma pessoa pode fazer com as palavras que te desliga na hora? E que te liga?
VC-2-020,Grupo,Verbal / Confissão,2,Verdade,Solo,Qual foi a vez que você mais se sentiu desejado de verdade? O que aconteceu?
VC-2-021,Grupo,Verbal / Confissão,2,Verdade,Solo,Você já se flagrou desejando alguém que estava num relacionamento? O que fez?
VC-2-022,Grupo,Verbal / Confissão,2,Verdade,Solo,Qual é o tipo de conteúdo que você consome sozinho mas nunca comentaria?
VC-2-023,Grupo,Verbal / Confissão,2,Verdade,Dupla,"Você já pensou em [JOGADOR] em algum contexto íntimo, mesmo que rapidamente?"
VC-2-024,Grupo,Verbal / Confissão,2,Verdade,Dupla,"Se tivesse que apontar o que mais te atrai fisicamente em [JOGADOR], o que seria?"
VC-2-025,Grupo,Verbal / Confissão,2,Verdade,Solo,Você já se masturbou pensando em alguém que conhecia de verdade? Sem citar nome.
VC-2-026,Grupo,Verbal / Confissão,2,Verdade,Solo,Qual é a coisa mais safada que você já fez e que menos gente sabe?
VC-2-027,Grupo,Verbal / Confissão,2,Verdade,Solo,Você prefere dar ou receber prazer oral? Seja honesto/a.
VC-2-028,Grupo,Verbal / Confissão,2,Verdade,Solo,Qual é o limite que você já ultrapassou na cama e não se arrependeu?
VC-2-029,Grupo,Verbal / Confissão,2,Verdade,Solo,Você já teve relação sexual em algum lugar onde poderia ser pego? Como foi?
VC-2-030,Grupo,Verbal / Confissão,2,Verdade,Solo,O que você acha que as pessoas nunca imaginariam que você gosta de fazer na intimidade?
VC-2-031,Grupo,Verbal / Confissão,2,Verdade,Solo,Você já enviou ou recebeu foto ou vídeo íntimo? O que sentiu na hora?
VC-2-032,Grupo,Verbal / Confissão,2,Verdade,Solo,Qual é o maior tempo que você já ficou sem sexo e como isso te afetou?
VC-2-033,Grupo,Verbal / Confissão,2,Verdade,Solo,Você já teve atração por duas pessoas ao mesmo tempo e agiu em relação às duas?
VC-2-034,Grupo,Verbal / Confissão,2,Verdade,Solo,O que você considera o seu melhor atributo na cama — seja honesto/a?
VC-2-035,Grupo,Verbal / Confissão,2,Verdade,Solo,Qual é a fantasia que você sempre achou que era estranha até descobrir que é comum?
VC-2-036,Grupo,Verbal / Confissão,2,Verdade,Solo,Você já ficou com alguém só pra ver como seria e se surpreendeu?
VC-2-037,Grupo,Verbal / Confissão,2,Verdade,Solo,Qual é a parte do corpo que você considera mais sensível no seu próprio corpo?
VC-2-038,Grupo,Verbal / Confissão,2,Verdade,Solo,Você já se sentiu culpado depois de uma situação sexual? O que rolou?
VC-2-039,Grupo,Verbal / Confissão,2,Verdade,Solo,O que te faz chegar mais rápido — o físico ou o mental?
VC-2-040,Grupo,Verbal / Confissão,2,Verdade,Solo,"Você já teve sexo apenas pela troca, sem sentir absolutamente nada além de tesão?"
VC-2-041,Grupo,Verbal / Confissão,2,Verdade,Solo,Qual é a coisa que você ainda não explorou mas que claramente te atrai?
VC-2-042,Grupo,Verbal / Confissão,2,Verdade,Solo,O que uma pessoa faz durante o sexo que te faz querer parar tudo?
VC-2-043,Grupo,Verbal / Confissão,2,Verdade,Solo,Você já traiu ou foi traído? O que aprendeu sobre si mesmo com isso?
VC-2-044,Grupo,Verbal / Confissão,2,Verdade,Solo,Qual é o papel que você prefere assumir — quem conduz ou quem obedece?
VC-2-045,Grupo,Verbal / Confissão,2,Verdade,Solo,Você já ficou excitado/a por um fetiche que nunca contou pra ninguém?
VC-2-046,Grupo,Verbal / Confissão,2,Verdade,Solo,O que te impede de pedir o que você realmente quer na cama?
VC-2-047,Grupo,Verbal / Confissão,2,Verdade,Solo,Qual foi a situação mais intensa que você viveu e que não daria pra repetir?
VC-2-048,Grupo,Verbal / Confissão,2,Verdade,Solo,Você já usou a sexualidade conscientemente pra conseguir algo?
VC-2-049,Grupo,Verbal / Confissão,2,Verdade,Solo,O que você faz quando está sozinho/a e com vontade que a maioria das pessoas não admitiria?
VC-2-050,Grupo,Verbal / Confissão,2,Verdade,Solo,Qual é a coisa que você mais gosta que façam em você mas que nunca pede diretamente?
VC-2-051,Grupo,Verbal / Confissão,2,Verdade,Solo,Você se considera uma pessoa que faz barulho ou fica quieta na intimidade?
VC-2-052,Grupo,Verbal / Confissão,2,Verdade,Solo,Já teve uma experiência sexual tão boa que você comparou tudo com ela depois?
VC-2-053,Grupo,Verbal / Confissão,2,Verdade,Solo,Qual é o tipo de conteúdo adulto que você consome mas que te surpreende consumir?
VC-2-054,Grupo,Verbal / Confissão,2,Verdade,Solo,Você já fantasiou sobre alguém enquanto estava com outra pessoa?
VC-2-055,Grupo,Verbal / Confissão,2,Verdade,Solo,O que você acha que seu histórico de conversas diria sobre o que você realmente deseja?
VC-2-056,Grupo,Verbal / Confissão,2,Verdade,Solo,Qual é a coisa que mais te excita que independe completamente do físico da pessoa?
VC-2-057,Grupo,Verbal / Confissão,2,Verdade,Solo,Você já chegou a se surpreender com o que topou fazer na hora H?
VC-2-058,Grupo,Verbal / Confissão,2,Verdade,Solo,Qual é a situação em que você se sentiu mais poderoso/a sexualmente?
VC-2-059,Grupo,Verbal / Confissão,2,Verdade,Solo,O que você faria diferente na sua vida sexual se soubesse que ninguém ficaria sabendo?
VC-2-060,Grupo,Verbal / Confissão,2,Verdade,Solo,Você já quis repetir uma experiência que sabia que era má ideia só pelo prazer?
